# File generated by CMD 3.6 (http://stev.oapd.inaf.it/cmd) on Wed Dec  1 03:35:36 CET 2021
# isochrones based on PARSEC release v1.2S +  COLIBRI S_37 + S_35 + PR16
# Basic references: Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014, 2015), MNRAS, 444, 2525 + MNRAS, 452, 1068 + Tang et al. (2014), MNRAS, 445, 4287 + Marigo et al. (2017), ApJ, 835, 77 + Pastorelli al. (2019), MNRAS, 485, 5666 + Pastorelli al. (2020), MNRAS, in press
# Thermal pulse cycles included 
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# LPV periods and growth rates added cf. Trabucchi et al. (2019)
# but fundamental-mode LPV periods are from Trabucchi et al. (2021)
# Photometric system: Gaia EDR3 (all Vegamags, Gaia passbands from ESA/Gaia website)
# Using YBC version of bolometric corrections as in Chen et al. (2019)
# O-rich circumstellar dpmod60alox40 dust from Groenewegen (2006)
# C-rich circumstellar AMCSIC15 dust from Groenewegen (2006)
# IMF: Kroupa (2001, 2002) + Kroupa et al. (2013) canonical two-part-power law IMF corrected for unresolved binaries 
# Kind of output: isochrone tables
# Zini     MH   logAge Mini        int_IMF         Mass   logL    logTe  logg  label   McoreTP C_O  period0  period1  period2  period3  period4  pmode  Mloss  tau1m   X   Y   Xc  Xn  Xo  Cexcess  Z 	 mbolmag  Gmag    G_BPmag  G_RPmag
0.0152 0.01508 9.00000 0.3194212019 1.9902480841    0.319 -2.016  3.5062  4.935    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -7.31e-16      0.00 7.089e-01 2.758e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 9.810 10.812 12.312 9.621
0.0152 0.01508 9.00000 0.3466122150 2.0378298759    0.347 -1.938  3.5118  4.916    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -8.59e-16      0.00 7.091e-01 2.756e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 9.616 10.571 12.017 9.398
0.0152 0.01508 9.00000 0.3500000238 2.0434176922    0.350 -1.929  3.5125  4.913    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -8.75e-16      0.00 7.091e-01 2.756e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 9.593 10.543 11.982 9.372
0.0152 0.01508 9.00000 0.4000000358 2.1185026169    0.400 -1.781  3.5233  4.866    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.22e-15      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 9.221 10.091 11.435 8.952
0.0152 0.01508 9.00000 0.4500000477 2.1822810173    0.450 -1.631  3.5353  4.815    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.72e-15      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 8.847 9.635 10.888 8.530
0.0152 0.01508 9.00000 0.5000000000 2.2374541759    0.500 -1.476  3.5498  4.764    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -2.47e-15      0.00 7.092e-01 2.755e-01 2.746e-03 7.408e-04 6.719e-03 -1.000 1.527e-02 8.459 9.156 10.312 8.092
0.0152 0.01508 9.00000 0.5093277693 2.2468676567    0.509 -1.444  3.5535  4.755    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -2.66e-15      0.00 7.095e-01 2.753e-01 2.743e-03 7.401e-04 6.712e-03 -1.000 1.526e-02 8.381 9.055 10.188 8.002
0.0152 0.01508 9.00000 0.5500000119 2.2836582661    0.550 -1.315  3.5684  4.719    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -3.59e-15      0.00 7.115e-01 2.733e-01 2.725e-03 7.352e-04 6.668e-03 -1.000 1.518e-02 8.057 8.640 9.680 7.630
0.0152 0.01508 9.00000 0.5591725707 2.2911095619    0.559 -1.284  3.5728  4.713    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -3.84e-15      0.00 7.116e-01 2.733e-01 2.724e-03 7.350e-04 6.666e-03 -1.000 1.517e-02 7.981 8.537 9.552 7.540
0.0152 0.01508 9.00000 0.6000000238 2.3211214542    0.600 -1.153  3.5914  4.687    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -5.17e-15      0.00 7.119e-01 2.730e-01 2.722e-03 7.343e-04 6.660e-03 -1.000 1.513e-02 7.654 8.106 9.023 7.162
0.0152 0.01508 9.00000 0.6159545183 2.3316135406    0.616 -1.101  3.5998  4.680    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1  -5.8e-15      0.00 7.120e-01 2.728e-01 2.721e-03 7.340e-04 6.658e-03 -1.000 1.515e-02 7.523 7.933 8.811 7.011
0.0152 0.01508 9.00000 0.6409611702 2.3468565941    0.641 -1.021  3.6127  4.669    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -6.92e-15      0.00 7.122e-01 2.727e-01 2.719e-03 7.336e-04 6.654e-03 -1.000 1.516e-02 7.323 7.672 8.492 6.784
0.0152 0.01508 9.00000 0.6499999762 2.3520355225    0.650 -0.993  3.6174  4.666    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -7.35e-15      0.00 7.122e-01 2.726e-01 2.718e-03 7.335e-04 6.653e-03 -1.000 1.516e-02 7.253 7.579 8.379 6.704
0.0152 0.01508 9.00000 0.7000000477 2.3779268265    0.700 -0.839  3.6454  4.656    0  0.000  0.545     0.00     0.00     0.00     0.00     0.00 -1 -1.02e-14      0.00 7.125e-01 2.723e-01 2.716e-03 7.328e-04 6.647e-03 -1.000 1.514e-02 6.867 7.058 7.734 6.263
0.0152 0.01508 9.00000 0.7033798099 2.3795249462    0.703 -0.828  3.6474  4.655    0  0.000  0.544     0.00     0.00     0.00     0.00     0.00 -1 -1.05e-14      0.00 7.126e-01 2.723e-01 2.713e-03 7.326e-04 6.646e-03 -1.000 1.513e-02 6.841 7.022 7.689 6.234
0.0152 0.01508 9.00000 0.7500000000 2.3998889923    0.750 -0.692  3.6740  4.653    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -1.39e-14      0.00 7.129e-01 2.720e-01 2.677e-03 7.312e-04 6.641e-03 -1.000 1.511e-02 6.499 6.564 7.129 5.851
0.0152 0.01508 9.00000 0.7531239390 2.4011502266    0.753 -0.683  3.6753  4.651    1  0.000  0.538     0.00     0.00     0.00     0.00     0.00 -1 -1.42e-14      0.00 7.129e-01 2.720e-01 2.677e-03 7.311e-04 6.641e-03 -1.000 1.511e-02 6.478 6.538 7.098 5.828
0.0152 0.01508 9.00000 0.8000000119 2.4187245369    0.800 -0.560  3.6943  4.630    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -1.87e-14      0.00 7.134e-01 2.715e-01 2.673e-03 7.300e-04 6.632e-03 -1.000 1.509e-02 6.170 6.167 6.668 5.507
0.0152 0.01508 9.00000 0.8025270104 2.4196050167    0.802 -0.553  3.6952  4.629    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1  -1.9e-14      0.00 7.134e-01 2.715e-01 2.673e-03 7.300e-04 6.631e-03 -1.000 1.509e-02 6.153 6.148 6.646 5.490
0.0152 0.01508 9.00000 0.8500000238 2.4350347519    0.850 -0.434  3.7134  4.607    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -2.49e-14      0.00 7.140e-01 2.710e-01 2.669e-03 7.288e-04 6.620e-03 -1.000 1.500e-02 5.855 5.803 6.252 5.189
0.0152 0.01508 9.00000 0.9000000358 2.4492788315    0.899 -0.315  3.7309  4.582    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -3.27e-14      0.00 7.147e-01 2.703e-01 2.663e-03 7.272e-04 6.606e-03 -1.000 1.502e-02 5.557 5.470 5.878 4.895
0.0152 0.01508 9.00000 0.9086850882 2.4515697956    0.908 -0.294  3.7337  4.577    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -3.44e-14      0.00 7.148e-01 2.701e-01 2.661e-03 7.268e-04 6.603e-03 -1.000 1.502e-02 5.506 5.415 5.816 4.846
0.0152 0.01508 9.00000 0.9500000477 2.4618122578    0.950 -0.200  3.7467  4.554    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -4.29e-14      0.00 7.156e-01 2.694e-01 2.655e-03 7.251e-04 6.587e-03 -1.000 1.501e-02 5.271 5.162 5.532 4.624
0.0152 0.01508 9.00000 1.0000000000 2.4729156494    1.000 -0.090  3.7608  4.523    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -5.59e-14      0.00 7.169e-01 2.682e-01 2.644e-03 7.223e-04 6.562e-03 -1.000 1.492e-02 4.995 4.875 5.212 4.369
0.0152 0.01508 9.00000 1.0192395449 2.4768557549    1.019 -0.049  3.7657  4.510    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -6e-14      0.00 7.176e-01 2.675e-01 2.639e-03 7.207e-04 6.548e-03 -1.000 1.487e-02 4.892 4.769 5.095 4.275
0.0152 0.01508 9.00000 1.0499999523 2.4828116894    1.049  0.016  3.7734  4.488    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -6.73e-14      0.00 7.188e-01 2.664e-01 2.629e-03 7.181e-04 6.524e-03 -1.000 1.479e-02 4.729 4.603 4.912 4.128
0.0152 0.01508 9.00000 1.1000000238 2.4916803837    1.099  0.119  3.7848  4.451    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -8.03e-14      0.00 7.219e-01 2.634e-01 2.604e-03 7.114e-04 6.464e-03 -1.000 1.467e-02 4.472 4.343 4.627 3.896
0.0152 0.01508 9.00000 1.1228656769 2.4954347610    1.122  0.165  3.7897  4.434    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -8.65e-14      0.00 7.236e-01 2.618e-01 2.591e-03 7.078e-04 6.432e-03 -1.000 1.461e-02 4.357 4.229 4.502 3.793
0.0152 0.01508 9.00000 1.1499999762 2.4996678829    1.149  0.218  3.7952  4.413    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -9.45e-14      0.00 7.257e-01 2.597e-01 2.574e-03 7.034e-04 6.393e-03 -1.000 1.454e-02 4.224 4.096 4.358 3.674
0.0152 0.01508 9.00000 1.2000000477 2.5068950653    1.199  0.314  3.8050  4.375    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1  -1.1e-13      0.00 7.258e-01 2.596e-01 2.581e-03 7.056e-04 6.414e-03 -1.000 1.457e-02 3.984 3.857 4.100 3.459
0.0152 0.01508 9.00000 1.2500000000 2.5134611130    1.250  0.405  3.8142  4.338    1  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1 -1.24e-13      0.00 7.260e-01 2.594e-01 2.581e-03 7.056e-04 6.415e-03 -1.000 1.458e-02 3.756 3.632 3.857 3.256
0.0152 0.01508 9.00000 1.2999999523 2.5194499493    1.300  0.492  3.8228  4.303    1  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1 -1.38e-13      0.00 7.263e-01 2.591e-01 2.579e-03 7.050e-04 6.409e-03 -1.000 1.460e-02 3.541 3.417 3.626 3.061
0.0152 0.01508 9.00000 1.3080345392 2.5203633308    1.308  0.505  3.8243  4.298    1  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1 -1.39e-13      0.00 7.263e-01 2.591e-01 2.579e-03 7.051e-04 6.411e-03 -1.000 1.459e-02 3.507 3.383 3.590 3.031
0.0152 0.01508 9.00000 1.3500001431 2.5249314308    1.350  0.574  3.8315  4.272    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -1.48e-13      0.00 7.258e-01 2.596e-01 2.583e-03 7.062e-04 6.420e-03 -1.000 1.458e-02 3.335 3.212 3.407 2.877
0.0152 0.01508 9.00000 1.4000000954 2.5299651623    1.400  0.652  3.8402  4.245    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -1.54e-13      0.00 7.258e-01 2.596e-01 2.582e-03 7.058e-04 6.416e-03 -1.000 1.460e-02 3.139 3.018 3.198 2.704
0.0152 0.01508 9.00000 1.4404820204 2.5337476730    1.441  0.714  3.8479  4.227    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -1.54e-13      0.00 7.261e-01 2.593e-01 2.580e-03 7.052e-04 6.411e-03 -1.000 1.462e-02 2.986 2.867 3.035 2.572
0.0152 0.01508 9.00000 1.4500000477 2.5346016884    1.450  0.728  3.8497  4.222    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -1.54e-13      0.00 7.261e-01 2.592e-01 2.579e-03 7.051e-04 6.410e-03 -1.000 1.463e-02 2.950 2.832 2.997 2.541
0.0152 0.01508 9.00000 1.4922132492 2.5382392406    1.492  0.789  3.8580  4.206    1  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1 -1.48e-13      0.00 7.264e-01 2.590e-01 2.577e-03 7.046e-04 6.405e-03 -1.000 1.459e-02 2.797 2.682 2.833 2.411
0.0152 0.01508 9.00000 1.5000000000 2.5388846397    1.500  0.800  3.8594  4.203    1  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1 -1.47e-13      0.00 7.265e-01 2.590e-01 2.577e-03 7.045e-04 6.404e-03 -1.000 1.458e-02 2.769 2.654 2.804 2.387
0.0152 0.01508 9.00000 1.5023090839 2.5390744209    1.502  0.804  3.8599  4.202    1  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1 -1.46e-13      0.00 7.265e-01 2.589e-01 2.577e-03 7.044e-04 6.404e-03 -1.000 1.458e-02 2.761 2.646 2.795 2.380
0.0152 0.01508 9.00000 1.5499999523 2.5428512096    1.550  0.870  3.8683  4.183    1  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1  -1.3e-13      0.00 7.267e-01 2.588e-01 2.575e-03 7.038e-04 6.400e-03 -1.000 1.450e-02 2.595 2.485 2.620 2.240
0.0152 0.01508 9.00000 1.5530842543 2.5430862904    1.553  0.874  3.8688  4.182    1  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1 -1.28e-13      0.00 7.268e-01 2.587e-01 2.575e-03 7.038e-04 6.400e-03 -1.000 1.450e-02 2.585 2.474 2.609 2.231
0.0152 0.01508 9.00000 1.5960856676 2.5462553501    1.596  0.932  3.8755  4.163    1  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1 -1.04e-13      0.00 7.269e-01 2.586e-01 2.574e-03 7.036e-04 6.397e-03 -1.000 1.454e-02 2.440 2.333 2.458 2.107
0.0152 0.01508 9.00000 1.6000000238 2.5465342999    1.600  0.937  3.8760  4.161    1  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1 -1.02e-13      0.00 7.269e-01 2.586e-01 2.574e-03 7.036e-04 6.397e-03 -1.000 1.454e-02 2.427 2.320 2.444 2.095
0.0152 0.01508 9.00000 1.6316223145 2.5487298965    1.631  0.979  3.8801  4.144    1  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1 -7.29e-14      0.00 7.269e-01 2.585e-01 2.573e-03 7.036e-04 6.396e-03 -1.000 1.453e-02 2.323 2.218 2.336 2.004
0.0152 0.01508 9.00000 1.6500000954 2.5499615669    1.649  1.003  3.8822  4.133    1  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1 -6.03e-14      0.00 7.269e-01 2.585e-01 2.573e-03 7.036e-04 6.396e-03 -1.000 1.455e-02 2.263 2.159 2.273 1.951
0.0152 0.01508 9.00000 1.6682686806 2.5511550903    1.668  1.027  3.8841  4.122    1  0.000  0.536     0.00     0.00     0.00     0.00     0.00 -1 -3.95e-20      0.00 7.269e-01 2.585e-01 2.573e-03 7.036e-04 6.396e-03 -1.000 1.455e-02 2.204 2.101 2.212 1.898
0.0152 0.01508 9.00000 1.7000000477 2.5531582832    1.699  1.068  3.8872  4.101    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.269e-01 2.586e-01 2.574e-03 7.038e-04 6.396e-03 -1.000 1.455e-02 2.101 2.000 2.105 1.805
0.0152 0.01508 9.00000 1.7347594500 2.5552561283    1.734  1.112  3.8901  4.077    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.268e-01 2.586e-01 2.574e-03 7.040e-04 6.395e-03 -1.000 1.453e-02 1.989 1.889 1.990 1.702
0.0152 0.01508 9.00000 1.7500000000 2.5561456680    1.749  1.132  3.8911  4.065    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.268e-01 2.587e-01 2.575e-03 7.040e-04 6.396e-03 -1.000 1.452e-02 1.940 1.841 1.940 1.657
0.0152 0.01508 9.00000 1.7714564800 2.5573682785    1.770  1.159  3.8925  4.049    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.268e-01 2.587e-01 2.575e-03 7.041e-04 6.397e-03 -1.000 1.454e-02 1.872 1.773 1.870 1.593
0.0152 0.01508 9.00000 1.7999999523 2.5589430332    1.799  1.196  3.8935  4.023    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.267e-01 2.587e-01 2.575e-03 7.043e-04 6.399e-03 -1.000 1.457e-02 1.781 1.682 1.777 1.506
0.0152 0.01508 9.00000 1.8009904623 2.5589966774    1.800  1.197  3.8936  4.023    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.267e-01 2.587e-01 2.575e-03 7.043e-04 6.399e-03 -1.000 1.456e-02 1.777 1.679 1.773 1.503
0.0152 0.01508 9.00000 1.8274369240 2.5604035854    1.826  1.231  3.8940  3.997    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.266e-01 2.589e-01 2.576e-03 7.048e-04 6.398e-03 -1.000 1.454e-02 1.693 1.593 1.687 1.420
0.0152 0.01508 9.00000 1.8500000238 2.5615673065    1.849  1.260  3.8938  3.973    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.265e-01 2.590e-01 2.577e-03 7.053e-04 6.399e-03 -1.000 1.456e-02 1.621 1.521 1.614 1.347
0.0152 0.01508 9.00000 1.8599282503 2.5620689392    1.859  1.272  3.8936  3.962    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.264e-01 2.590e-01 2.577e-03 7.053e-04 6.400e-03 -1.000 1.457e-02 1.590 1.489 1.582 1.315
0.0152 0.01508 9.00000 1.8873214722 2.5634222031    1.886  1.307  3.8925  3.929    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.263e-01 2.591e-01 2.578e-03 7.054e-04 6.404e-03 -1.000 1.459e-02 1.504 1.400 1.495 1.225
0.0152 0.01508 9.00000 1.9000000954 2.5640332699    1.899  1.322  3.8915  3.912    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.262e-01 2.592e-01 2.579e-03 7.054e-04 6.407e-03 -1.000 1.459e-02 1.464 1.359 1.455 1.182
0.0152 0.01508 9.00000 1.9200804234 2.5649821758    1.919  1.347  3.8897  3.885    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.261e-01 2.593e-01 2.579e-03 7.055e-04 6.409e-03 -1.000 1.460e-02 1.402 1.294 1.391 1.113
0.0152 0.01508 9.00000 1.9500001669 2.5663545132    1.950  1.384  3.8855  3.838    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.260e-01 2.595e-01 2.581e-03 7.058e-04 6.412e-03 -1.000 1.455e-02 1.309 1.197 1.300 1.007
0.0152 0.01508 9.00000 1.9757508039 2.5674972534    1.976  1.415  3.8805  3.792    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.258e-01 2.596e-01 2.582e-03 7.061e-04 6.415e-03 -1.000 1.456e-02 1.232 1.114 1.224 0.912
0.0152 0.01508 9.00000 2.0000000000 2.5685424805    2.000  1.444  3.8742  3.744    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.257e-01 2.598e-01 2.584e-03 7.065e-04 6.419e-03 -1.000 1.457e-02 1.161 1.037 1.156 0.820
0.0152 0.01508 9.00000 2.0021023750 2.5686318874    2.002  1.446  3.8736  3.740    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.256e-01 2.598e-01 2.584e-03 7.065e-04 6.419e-03 -1.000 1.457e-02 1.154 1.031 1.150 0.812
0.0152 0.01508 9.00000 2.0220823288 2.5694694519    2.022  1.469  3.8668  3.694    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.255e-01 2.599e-01 2.585e-03 7.069e-04 6.423e-03 -1.000 1.463e-02 1.097 0.968 1.097 0.732
0.0152 0.01508 9.00000 2.0426039696 2.5703101158    2.042  1.493  3.8585  3.642    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.253e-01 2.601e-01 2.587e-03 7.073e-04 6.426e-03 -1.000 1.462e-02 1.039 0.904 1.047 0.649
0.0152 0.01508 9.00000 2.0499999523 2.5706083775    2.050  1.501  3.8553  3.622    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.252e-01 2.602e-01 2.587e-03 7.074e-04 6.428e-03 -1.000 1.461e-02 1.018 0.882 1.029 0.619
0.0152 0.01508 9.00000 2.0634808540 2.5711457729    2.063  1.516  3.8489  3.584    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.251e-01 2.603e-01 2.588e-03 7.076e-04 6.430e-03 -1.000 1.460e-02 0.981 0.842 1.000 0.564
0.0152 0.01508 9.00000 2.0773973465 2.5716919899    2.077  1.531  3.8414  3.542    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.250e-01 2.604e-01 2.589e-03 7.078e-04 6.433e-03 -1.000 1.463e-02 0.942 0.801 0.970 0.504
0.0152 0.01508 9.00000 2.0936515331 2.5723195076    2.093  1.553  3.8341  3.494    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.248e-01 2.606e-01 2.590e-03 7.081e-04 6.436e-03 -1.000 1.464e-02 0.887 0.744 0.925 0.430
0.0152 0.01508 9.00000 2.0999999046 2.5725615025    2.099  1.563  3.8320  3.477    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.247e-01 2.606e-01 2.591e-03 7.082e-04 6.437e-03 -1.000 1.463e-02 0.862 0.719 0.903 0.399
0.0152 0.01508 9.00000 2.1010882854 2.5726029873    2.100  1.565  3.8317  3.474    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1    -1e-30      0.00 7.247e-01 2.606e-01 2.591e-03 7.082e-04 6.437e-03 -1.000 1.463e-02 0.858 0.714 0.900 0.394
